HUNDRED_BLOCK,LATITUDE,LONGITUDE
45XX BLOCK SIDNEY ST,49.244902,-123.063108
24XX BLOCK CASSIAR ST,49.263064,-123.030991
33XX BLOCK W 53RD AVE,49.221221,-123.036793
30XX BLOCK COMMERCIAL DR,49.257615,-123.069616
30XX WELLINGTON AVE,49.244327,-123.040513
18XX BLOCK ONTARIO ST,49.269189,-123.104624
19XX BLOCK E 38TH AVE,49.235912,-123.065454
64XX BLOCK FRONTENAC ST,49.225190,-123.025990
9XX BLOCK W 19TH AVE,49.253513,-123.085402
51XX BLOCK CLARENDON ST,49.238109,-123.055446
15XX BLOCK W 26TH AVE,49.248327,-123.139007
20XX BLOCK MAIN ST,49.267165,-123.100677
24XX BLOCK W 12TH AVE,49.259464,-123.057384
21XX BLOCK E 6TH AVE,49.266412,-123.152969
31XX BLOCK W 24TH AVE,49.251018,-123.174298
33XX BLOCK CELTIC AVE,49.218577,-123.178852
34XX BLOCK KNIGHT ST,49.253934,-123.075884
46XX BLOCK ROSS ST,49.243265,-123.081346
22XX BLOCK MCLEAN DR,49.265718,-123.075481
8XX BLOCK W 71ST AVE,49.206853,-123.126891
14XX W 47TH AVE,49.228689,-123.137285
16XX STATION ST,49.270627,-123.098052
20XX BLOCK BURRARD ST,49.268039,-123.145520
42XX BLOCK W KING EDWARD AVE,49.249965,-123.200983
10XX BLOCK BALFOUR AVE,49.251718,-123.127569
13XX E KENT AV N,49.209407,-123.076880
3XX BLOCK E BROADWAY AVE,49.263131,-123.110941
28XX BLOCK W 30TH AVE,49.245135,-123.167807
34XX DEERING ISLAND PL,49.217424,-123.182538
57XX BLOCK BEATRICE ST,49.240159,-123.066608
65XX BLOCK VIVIAN ST,49.224796,-123.050309
60XX BLOCK NANAIMO ST,49.229474,-123.059011
3XX BLOCK E 38TH AVE,49.236274,-123.099255
26XX BLOCK WARD ST,49.240826,-123.051041
10XX E HASTINGS ST,49.280995,-123.081651
25XX BLOCK CARNARVON ST,49.264153,-123.172043
30XX BLOCK NANAIMO ST,49.256717,-123.056529
55XX BLOCK VICTORIA DR,49.234906,-123.065466
59XX BLOCK EARLES ST,49.229853,-123.048782
EXPO BLVD / ABBOTT ST,49.278616,-123.107623
7XX E 33RD AVE,49.240297,-123.089328
28XX E 45TH AVE,49.229318,-123.047952
12XX BLOCK E 67TH AVE,49.209502,-123.082045
35XX W 38TH AVE,49.237571,-123.178692
38XX W 10TH AVE,49.263512,-123.187976
23XX E 7TH AVE,49.264057,-123.057352
57XX HIGHBURY ST,49.234851,-123.188320
50XX BLOCK COLLINGWOOD ST,49.242418,-123.181932
53XX E BOULEVARD BLVD,49.264630,-123.256670
5XX BLOCK E 19TH AVE,49.253942,-123.114421
55XX BLOCK SOPHIA ST,49.235861,-123.099379
22XX E 7TH AVE,49.264272,-123.060076
12XX FOUNTAIN WAY,49.267245,-123.133490
32XX BLOCK GRANVILLE ST,49.205936,-123.140641
36XX BLOCK W 51ST AVE,49.222587,-123.030742
81XX BORDEN ST,49.211157,-123.074074
62XX MAIN ST,49.228393,-123.101503
56XX BLOCK WALLACE ST,49.235602,-123.190931
18XX E 36TH AVE,49.237301,-123.068422
W 7TH AVE / COLUMBIA ST,49.264774,-123.109439
22XX BLOCK TURNER ST,49.279089,-123.057805
26XX BLOCK E 54TH AVE,49.220196,-123.054971
WESTERN ST / CENTRAL ST,49.271404,-123.099632
41XX W 11TH AVE,49.262726,-123.197124
37XX BLOCK W 35TH AVE,49.240483,-123.186741
DAVIE ST / BEACH AVE,49.287620,-123.142387
22XX BLOCK MANITOBA ST,49.265659,-123.106711
1XX BLOCK W 7TH AVE,49.264617,-123.102818
2XX BLOCK W 6TH AVE,49.265671,-123.109498
1XX FALAISE PL,49.256286,-123.028422
21XX BLOCK E BROADWAY AVE,49.263771,-123.152929
SEMLIN DR / GRAVELEY ST,49.270433,-123.063750
69XX CARRINGTON ST,49.223418,-123.182004
56XX LARCH ST,49.235081,-123.162706
42XX SALISH DR,49.235537,-123.200134
2XX BLOCK E 3RD AVE,49.268361,-123.109938
68XX BLOCK ARLINGTON ST,49.221660,-123.029721
20XX BRIGADOON AVE,49.216577,-123.063382
45XX BLOCK JOHN ST,49.244452,-123.097425
1XX SEMANA CRES,49.235656,-123.202113
61XX BLOCK QUEBEC ST,49.230107,-123.103636
BALACLAVA ST / W 14TH AVE,49.259644,-123.174159
24XX BLOCK E 28TH AVE,49.245442,-123.056646
11XX BLOCK W 40TH AVE,49.234973,-123.130425
41XX VICTORIA DR,49.248453,-123.065042
59XX BLOCK WEST BOULEVARD BLVD,49.232208,-123.155672
E HASTINGS ST / SKEENA ST,49.281118,-123.028306
18XX BLOCK GRANT ST,49.271267,-123.067552
77XX THORNHILL DR,49.214526,-123.068480
49XX PRINCE EDWARD ST,49.239580,-123.096952
7XX BLOCK W 16TH AVE,49.256992,-123.120203
2XX W KING EDWARD AVE,49.248848,-123.110022
40XX BEATRICE ST,49.249465,-123.067081
29XX CAMOSUN ST,49.248554,-123.196639
68XX OAK ST,49.223863,-123.128438
W 2ND AVE / ALMA ST,49.270418,-123.185642
10XX MALKIN AVE,49.273135,-123.082695
57XX WILTSHIRE ST,49.234330,-123.146302
15XX MAPLE ST,49.272612,-123.150173
15XX E 19TH AVE,49.253436,-123.072928
43XX WELWYN ST,49.247064,-123.069931
W 41ST AVE / ELM ST,49.234692,-123.164162
21XX SLOCAN ST,49.265616,-123.049510
6XX BLOCK W 41ST AVE,49.233559,-123.117579
44XX BELMONT AVE,49.273934,-123.205965
46XX KNIGHT ST,49.243640,-123.076290
56XX LINCOLN ST,49.233392,-123.025892
41XX MUSQUEAM CLSE,49.229130,-123.199732
32XX BLOCK WAVERLEY AVE,49.226726,-123.050284
24XX BLOCK W 8TH AVE,49.264828,-123.159885
54XX BLOCK ARGYLE ST,49.235473,-123.071397
16XX BLOCK E 20TH AVE,49.253433,-123.150946
29XX BLOCK GRANDVIEW HWY,49.257964,-123.043463
8XX BLOCK W 44TH AVE,49.230087,-123.091531
51XX BLOCK WILLOW ST,49.239292,-123.123637
20XX BLOCK GRAVELEY ST,49.270443,-123.063658
42XX YUCULTA CRES,49.229991,-123.200191
24XX PARKER ST,49.275645,-123.056647
22XX BLOCK W 12TH AVE,49.261030,-123.155406
19XX BLOCK HIGHBURY ST,49.268889,-123.187660
19XX BLOCK W 19TH AVE,49.254529,-123.146990
70XX BLOCK MONT ROYAL SQ,49.220061,-123.038032
32XX BLOCK KITCHENER ST,49.272268,-123.036247
60XX HOLLAND ST,49.232103,-123.192360
45XX BLOCK FLEMING ST,49.244275,-123.072135
65XX BERKELEY ST,49.224860,-123.057640
41XX BLOCK W 8TH AVE,49.265369,-123.196201
7XX BLOCK ROLSTON CRES,49.275876,-123.128197
27XX BLOCK PINE ST,49.261753,-123.143447
61XX MAIN ST,49.229308,-123.101498
60XX BLOCK HOLLAND ST,49.232103,-123.192360
20XX E 42ND AVE,49.232035,-123.064758
3XX E 46TH AVE,49.228397,-123.099360
72XX BLOCK MAIN ST,49.219236,-123.101839
MAIN ST / E 46TH AVE,49.228437,-123.101521
24XX BLOCK E 39TH AVE,49.234862,-123.057121
26XX BLOCK ARBUTUS ST,49.262866,-123.152941
49XX BLOCK RUBY ST,49.240465,-123.025491
26XX BLOCK PRINCE EDWARD ST,49.261171,-123.096156
14XX BLOCK E 55TH AVE,49.219552,-123.077302
13XX BLOCK W 46TH AVE,49.228549,-123.064885
22XX BLOCK W 35TH AVE,49.240281,-123.157813
47XX BLOCK ELM ST,49.244238,-123.164347
60XX BLOCK HUDSON ST,49.231593,-123.134893
71XX BLOCK CARTIER ST,49.220778,-123.137645
86XX BLOCK ST GEORGE ST,49.208000,-123.094043
6XX BLOCK W 32ND AVE,49.242159,-123.118532
8XX W 66TH AVE,49.211151,-123.124090
9XX BLOCK E 45TH AVE,49.229107,-123.084991
38XX BLOCK W 51ST AVE,49.222587,-123.030742
52XX PRINCE EDWARD ST,49.238167,-123.097002
50XX BLOCK MARGUERITE ST,49.240916,-123.144132
27XX BLOCK COURTENAY ST,49.263705,-123.200153
23XX BLOCK HIGHBURY ST,49.266544,-123.187714
E 16TH AVE / CAROLINA ST,49.256474,-123.091827
30XX PROMENADE MEWS,49.258700,-123.116231
55XX RUPERT ST,49.235211,-123.043068
66XX BLENHEIM ST,49.226085,-123.178811
62XX BLOCK BRUCE ST,49.227700,-123.069799
38XX BLOCK W 50TH AVE,49.226573,-123.188620
56XX BLOCK WALES ST,49.233851,-123.051664
66XX DUNBAR ST,49.226596,-123.185491
2XX BLOCK W 44TH AVE,49.230536,-123.110962
1XX BLOCK W 43RD AVE,49.231144,-123.048865
59XX LAUREL ST,49.231515,-123.125138
32XX W 22ND AVE,49.252818,-123.175673
34XX SLOCAN ST,49.254005,-123.049552
3XX NIGEL AVE,49.245941,-123.111045
20XX W 43RD AVE,49.232674,-123.152137
33XX W 20TH AVE,49.254653,-123.178518
39XX BLOCK W 31ST AVE,49.244275,-123.191041
30XX W 31ST AVE,49.244205,-123.172834
17XX E 39TH AVE,49.234710,-123.071406
46XX BLOCK MAIN ST,49.243226,-123.101338
56XX LABURNUM ST,49.235603,-123.150531
32XX E KENT AV S,49.206518,-123.042353
65XX DUNBAR ST,49.227527,-123.185458
56XX BLOCK RHODES ST,49.233974,-123.050150
29XX BLOCK ALMA ST,49.259895,-123.185997
44XX BLOCK NW MARINE DR,49.274813,-123.205736
34XX BLOCK WINDSOR ST,49.253157,-123.083712
6XX BLOCK CARDERO ST,49.291059,-123.129843
24XX W 19TH AVE,49.255410,-123.160242
32XX BLOCK FRASER ST,49.256329,-123.089799
7XX BLOCK W 68TH AVE,49.210197,-123.120688
22XX BLOCK QUALICUM DR,49.212374,-123.061651
43XX BLOCK COLLINGWOOD ST,49.247985,-123.181820
20XX BLOCK W 60TH AVE,49.215405,-123.071653
35XX BLOCK W 23RD AVE,49.251930,-123.181895
66XX BLOCK BALACLAVA ST,49.226706,-123.175917
35XX W 36TH AVE,49.239575,-123.182039
32XX BLOCK QUEBEC ST,49.256654,-123.103218
50XX ROSS ST,49.239268,-123.082369
27XX BLOCK VICTORIA DR,49.260914,-123.065902
18XX BLOCK E 14TH AVE,49.257729,-123.067870
35XX BLOCK W 30TH AVE,49.245184,-123.181884
35XX BLOCK W 34TH AVE,49.241432,-123.181814
39XX W 30TH AVE,49.245225,-123.191039
69XX BLOCK PRESCOTT ST,49.223357,-123.177525
35XX BLOCK E 48TH AVE,49.225204,-123.029279
73XX BLOCK ARBUTUS ST,49.240157,-123.155394
71XX BLOCK BEECHWOOD ST,49.220206,-123.156408
30XX W 51ST AVE,49.225093,-123.163833
16XX BLOCK W 52ND AVE,49.222671,-123.068961
38XX BLOCK W 39TH AVE,49.236435,-123.188021
35XX BLOCK BLENHEIM ST,49.256377,-123.178500
4XX W 22ND AVE,49.251114,-123.114662
4XX BLOCK W 64TH AVE,49.212212,-123.097810
35XX BLOCK W 36TH AVE,49.239575,-123.182039
58XX BLOCK WALLACE ST,49.233905,-123.190935
68XX BLENHEIM ST,49.224665,-123.178852
40XX BLOCK W 30TH AVE,49.245242,-123.193508
66XX BLOCK DUNBAR ST,49.226596,-123.185491
36XX W 51ST AVE,49.225513,-123.185825
8XX BLOCK W 46TH AVE,49.229155,-123.123877
ANGUS DR / W KING EDWARD AVE,49.249426,-123.146144
35XX BLOCK HULL ST,49.252563,-123.064336
21XX MANITOBA ST,49.265659,-123.106711
25XX BLOCK E 25TH AVE,49.247899,-123.054255
19XX BLOCK RENFREW ST,49.267596,-123.044124
21XX BLOCK MANNERING AVE,49.240663,-123.062956
73XX BLOCK BLENHEIM ST,49.219806,-123.178955
28XX W 45TH AVE,49.230949,-123.168306
31XX BLOCK W 51ST AVE,49.225384,-123.173744
60XX LAUREL ST,49.231092,-123.124941
35XX BLOCK MARSHALL ST,49.253020,-123.062081
DENMAN ST / BARCLAY ST,49.290075,-123.137564
67XX BLENHEIM ST,49.225401,-123.178836
INDUSTRIAL AVE / MAIN ST,49.270499,-123.100543
33XX BLOCK E 43RD AVE,49.231107,-123.034625
59XX CARNARVON ST,49.232803,-123.173070
12XX KOOTENAY ST,49.274136,-123.026104
24XX BLOCK DUNBAR ST,49.264775,-123.183723
62XX BLOCK ARGYLE ST,49.227548,-123.071403
4XX BLOCK W 46TH AVE,49.229109,-123.122412
55XX ROSS ST,49.234678,-123.082495
18XX W 35TH AVE,49.240277,-123.156672
RENFREW ST / E 1ST AVE,49.269419,-123.044324
16XX BLOCK W KING EDWARD AVE,49.249324,-123.140281
31XX NANAIMO ST,49.240893,-123.058632
72XX BLOCK QUEBEC ST,49.220241,-123.103958
57XX BLOCK BALSAM ST,49.257100,-123.160275
8XX BLOCK E KING EDWARD AVE,49.249031,-123.122448
8XX BLOCK LAKEWOOD DR,49.275610,-123.061753
30XX W 43RD AVE,49.232825,-123.177672
GARDEN DR / S GRANDVIEW HWY,49.258179,-123.058200
14XX BLOCK W 64TH AVE,49.211952,-123.078092
19XX BLOCK TEMPLETON DR,49.267667,-123.059959
EXPO BLVD / CAMBIE ST,49.274588,-123.119245
67XX BLOCK WILTSHIRE ST,49.224892,-123.146636
11XX LAURIER AVE,49.250680,-123.128820
6XX BLOCK COMMERCIAL DR,49.279376,-123.070425
50XX STANLEY PARK DR,49.312347,-123.142943
17XX BLOCK BURRARD ST,49.270661,-123.145417
1XX E 37TH AVE,49.237259,-123.103423
37XX BLOCK SELKIRK ST,49.253352,-123.132670
7XX BLOCK W 26TH AVE,49.248172,-123.127775
30XX BLOCK E KENT AVE S,49.206432,-123.044944
23XX BLOCK MAPLE ST,49.265532,-123.150452
34XX VICTORIA DR,49.255844,-123.066042
41XX MAPLE CRES,49.249363,-123.151177
20XX BLOCK W 7TH AVE,49.264125,-123.063832
35XX WILLOW ST,49.254172,-123.121878
38XX BLOCK W 22ND AVE,49.250274,-123.065276
80XX BLOCK CARTIER ST,49.213099,-123.137644
53XX BLOCK COMMERCIAL ST,49.236684,-123.068590
16XX BLOCK LILLOOET ST,49.271159,-123.038946
8XX BLOCK STATION ST,49.272509,-123.098035
29XX BLOCK VICTORIA DR,49.258627,-123.065946
67XX BLOCK BUTLER ST,49.222736,-123.033716
34XX BLOCK MARPOLE AVE,49.254404,-123.143603
15XX BLOCK E 64TH AVE,49.211967,-123.075602
2XX BLOCK E 36TH AVE,49.238114,-123.100910
55XX BLOCK WALES ST,49.234814,-123.051684
MAIN ST / E 32ND AVE,49.242263,-123.101398
66XX BLOCK BEECHWOOD ST,49.226086,-123.156406
70XX PRESCOTT ST,49.223357,-123.177525
PENDRELL ST / BROUGHTON ST,49.284400,-123.135247
14XX BUTE ST,49.279653,-123.136549
45XX BLOCK W 11TH AVE,49.262897,-123.209315
30XX W 8TH AVE,49.265023,-123.172190
39XX BLOCK W 8TH AVE,49.265310,-123.191047
28XX BLOCK GUELPH ST,49.259338,-123.094956
69XX PRESCOTT ST,49.223357,-123.177525
21XX BLOCK MCLEAN DR,49.265718,-123.075481
86XX BLOCK YUKON ST,49.245154,-123.112332
37XX RUPERT ST,49.251835,-123.033679
5XX BLOCK PRINCESS AVE,49.280302,-123.091523
DUMFRIES ST / KINGSWAY AVE,49.248892,-123.073358
20XX BLOCK W 18TH AVE,49.255380,-123.150719
37XX BLOCK W 29TH AVE,49.244446,-123.100810
13XX W 53RD AVE,49.222791,-123.152596
38XX BLOCK KASLO ST,49.250609,-123.047049
35XX BLOCK WALKER ST,49.251856,-123.057921
22XX W 35TH AVE,49.240281,-123.157813
21XX BLOCK E 2ND AVE,49.269874,-123.152581
33XX W 21ST AVE,49.253738,-123.178437
41XX BRANT ST,49.248800,-123.057959
38XX BLOCK BALACLAVA ST,49.252841,-123.175646
36XX E 45TH AVE,49.229231,-123.026178
29XX BLOCK CAROLINA ST,49.258725,-123.091095
66XX BLOCK YEW ST,49.226068,-123.158916
18XX BLOCK W 61ST AVE,49.214565,-123.071396
30XX BLOCK VENABLES ST,49.276391,-123.041590
11XX NICOLA ST,49.285513,-123.135878
W 14TH AVE / FIR ST,49.258961,-123.141200
67XX CARNARVON ST,49.223472,-123.172892
11XX BLOCK KINGSWAY AVE,49.252986,-123.081903
MANITOBA ST / W 44TH AVE,49.230456,-123.108222
37XX W 19TH AVE,49.255577,-123.186678
49XX CAMBIE ST,49.241073,-123.118259
4XX W 44TH AVE,49.230665,-123.114214
2XX W 41ST AVE,49.233272,-123.110825
45XX BLOCK SLOCAN ST,49.244670,-123.049663
17XX BLOCK WALLACE ST,49.262666,-123.190858
28XX BLOCK CHARLES ST,49.273255,-123.046736
61XX BLOCK ALMA ST,49.258037,-123.186061
73XX BLOCK ARGYLE ST,49.219030,-123.071956
39XX NANAIMO ST,49.240926,-123.058625
54XX BLOCK GRANVILLE ST,49.205899,-123.140643
21XX BLOCK SEMLIN DR,49.265904,-123.063869
23XX BLOCK SEMLIN DR,49.263239,-123.063914
21XX BLOCK W 34TH AVE,49.238937,-123.063629
JERVIS ST / BURNABY ST,49.282101,-123.135999
19XX BLOCK SEMLIN DR,49.267800,-123.063816
25XX BLOCK LAKEWOOD DR,49.261801,-123.062023
W 3RD AVE / TRUTCH ST,49.269369,-123.175724
18XX W 62ND AVE,49.215018,-123.147288
89XX MONTCALM ST,49.204560,-123.136296
17XX W 68TH AVE,49.210552,-123.143480
51XX BLOCK CAMOSUN ST,49.240521,-123.196763
6XX BLOCK E 8TH AVE,49.264171,-123.117627
10XX BLOCK W GEORGIA ST,49.284481,-123.121213
81XX FREMLIN ST,49.212111,-123.127343
46XX BLOCK CONNAUGHT DR,49.244351,-123.141048
28XX BLOCK CAMBRIDGE ST,49.286715,-123.046820
82XX BLOCK CARTIER ST,49.211579,-123.137715
QUEBEC ST / E 26TH AVE,49.248032,-123.103217
12XX BLOCK W 40TH AVE,49.235037,-123.132362
37XX BLOCK W 15TH AVE,49.258936,-123.186051
3XX BOUNDARY RD,49.282039,-123.023316
23XX BLOCK ONTARIO ST,49.247286,-123.105063
25XX BLOCK E 19TH AVE,49.255452,-123.162554
28XX BLOCK DUNDAS ST,49.284776,-123.046639
42XX BLOCK PRINCE EDWARD ST,49.247295,-123.096804
27XX BLOCK E PENDER ST,49.280200,-123.049191
75XX KNIGHT ST,49.216347,-123.077038
21XX MCLEAN DR,49.265718,-123.075481
14XX BLOCK E 37TH AVE,49.237970,-123.137148
60XX MCKINNON ST,49.229760,-123.038847
35XX QUADRA ST,49.255575,-123.178916
69XX BLOCK VIVIAN ST,49.220735,-123.050261
11XX BLOCK ODLUM DR,49.274882,-123.075867
4XX BLOCK W KENT AV N,49.207750,-123.096100
23XX BLOCK ALBERTA ST,49.264732,-123.110859
24XX BLOCK GARDEN DR,49.262731,-123.058137
44XX BLOCK OSLER ST,49.246390,-123.129949
1XX BLOCK W KING EDWARD AVE,49.248682,-123.103074
14XX STATION ST,49.271314,-123.098057
80XX BLOCK MATHESON CRES,49.213394,-123.025234
35XX BLOCK MALTA AVE,49.255482,-123.026065
LOUGHEED HWY / BOUNDARY RD,49.265618,-123.023747
KAMLOOPS ST / E HASTINGS ST,49.281162,-123.054594
36XX NANAIMO ST,49.240914,-123.058628
MAPLE ST / W 11TH AVE,49.261899,-123.150605
14XX W 5TH AVE,49.266731,-123.136200
19XX UPLAND DR,49.218051,-123.066244
20XX W 63RD AVE,49.214144,-123.151284
13XX LABURNUM ST,49.274408,-123.151322
31XX W 44TH AVE,49.231889,-123.174409
65XX BLOCK DOMAN ST,49.224660,-123.036588
7XX W 66TH AVE,49.211113,-123.121005
5XX BLOCK E BROADWAY AVE,49.263030,-123.115268
27XX BLOCK W 43RD AVE,49.231132,-123.051618
67XX KERR ST,49.223192,-123.041109
39XX BLOCK SLOCAN ST,49.249687,-123.049599
26XX W 35TH AVE,49.240360,-123.163915
31XX BLOCK PENTICTON ST,49.257076,-123.052951
24XX BLOCK BIRCH ST,49.264387,-123.133673
36XX BLOCK TUPPER ST,49.254251,-123.116022
36XX BLOCK CAMBIE ST,49.253055,-123.115168
24XX BLOCK W 39TH AVE,49.234862,-123.057121
18XX BLOCK RENFREW ST,49.268466,-123.044106
W 26TH AVE / OAK ST,49.248180,-123.127537
30XX E 8TH AVE,49.262942,-123.041576
19XX BLOCK E 37TH AVE,49.236665,-123.067176
30XX BLOCK E 6TH AVE,49.266692,-123.172341
26XX BLOCK CHARLES ST,49.273251,-123.051810
34XX AMBERLY PL,49.207629,-123.031959
NOOTKA ST / E 22ND AVE,49.250620,-123.041578
14XX BLOCK E 32ND AVE,49.244136,-123.137022
61XX BLOCK INVERNESS ST,49.228963,-123.079923
1XX W KENT AV N,49.206469,-123.108024
15XX BLOCK MAIN ST,49.271489,-123.100201
26XX BLOCK LYNBROOK DR,49.216951,-123.055143
30XX BLOCK WILLOW ST,49.258651,-123.121962
51XX BLOCK VICTORIA DR,49.238101,-123.065369
77XX CARTIER ST,49.215742,-123.137553
18XX E 41ST AVE,49.232598,-123.070782
2XX BLOCK E 61ST AVE,49.215038,-123.101811
2XX MIDLOTHIAN AVE,49.244839,-123.111403
18XX BLOCK HOSMER AVE,49.253497,-123.144871
24XX BLOCK MAIN ST,49.263703,-123.100846
81XX CARTIER ST,49.212262,-123.137683
20XX E 2ND AVE,49.268648,-123.063928
21XX BLOCK E 1ST AVE,49.269532,-123.061774
E GEORGIA ST / VERNON DR,49.278601,-123.079261
24XX BLOCK YUKON ST,49.263938,-123.112887
24XX BLOCK MANITOBA ST,49.265177,-123.106727
80XX POPLAR ST,49.212232,-123.093255
20XX BLOCK E 1ST AVE,49.269544,-123.063709
60XX BLOCK CARTIER ST,49.231549,-123.138072
73XX TOBA PL,49.217821,-123.025109
11XX BLOCK LE ROI ST,49.274687,-123.040109
18XX BLOCK QUILCHENA CRES,49.241940,-123.147234
COLLINGWOOD ST / W 4TH AVE,49.268590,-123.181699
66XX BLOCK DAWSON ST,49.223695,-123.048808
8XX BLOCK E 52ND AVE,49.222685,-123.088217
65XX BLOCK BUTLER ST,49.224578,-123.033658
50XX WINDSOR ST,49.239303,-123.084602
11XX E 29TH AVE,49.244448,-123.100916
9XX BLOCK ODLUM DR,49.275903,-123.075839
VICTORIA DR / COMMERCIAL DR,49.262834,-123.069753
32XX E 50TH AVE,49.223669,-123.038794
KERR ST / E KENT AV N,49.206806,-123.042262
4XX BLOCK W 42ND AVE,49.232453,-123.114181
25XX MANITOBA ST,49.263043,-123.106805
14XX BLOCK E 45TH AVE,49.229015,-123.078606
W 8TH AVE / CAMBIE ST,49.264105,-123.114977
67XX RADISSON ST,49.221775,-123.024537
17XX BLOCK W 36TH AVE,49.239272,-123.155575
13XX BLOCK WALNUT ST,49.274372,-123.148907
38XX BLOCK SW MARINE DR,49.231690,-123.188275
19XX BLOCK CEDAR CRES,49.254131,-123.148565
14XX W 45TH AVE,49.230514,-123.137372
22XX BLOCK WALL ST,49.288367,-123.060018
41XX BLOCK W 12TH AVE,49.261812,-123.197137
42XX BLOCK CARTIER ST,49.248789,-123.136676
10XX BLOCK E 38TH AVE,49.235912,-123.065454
36XX BLOCK W 31ST AVE,49.244254,-123.185240
21XX BLOCK E 20TH AVE,49.254386,-123.152981
1XX BLOCK ROUNDHOUSE MEWS,49.272956,-123.122265
12XX CHESTNUT ST,49.275772,-123.146205
17XX BLOCK ARBUTUS ST,49.270780,-123.152655
81XX BLOCK CHESTER ST,49.211917,-123.089528
31XX ALBERTA ST,49.257763,-123.111125
28XX BLOCK COLLINGWOOD ST,49.261350,-123.181991
83XX BLOCK ONTARIO ST,49.209285,-123.106720
11XX BLOCK LAURIER AVE,49.250680,-123.128820
45XX BLOCK W 1ST AVE,49.272125,-123.208966
65XX BLOCK ALBERTA ST,49.227532,-123.113012
51XX EAST BOULEVARD BLVD,49.240038,-123.154466
26XX EDGAR CRES,49.246164,-123.163596
26XX GUELPH ST,49.260713,-123.095012
W 27TH AVE / TALISMAN AVE,49.246801,-123.110473
RENFREW ST / E 22ND AVE,49.250680,-123.044180
14XX BLOCK W 33RD AVE,49.241799,-123.136936
37XX BLOCK KNIGHT ST,49.251689,-123.075947
57XX KILLARNEY ST,49.233022,-123.045895
71XX TISDALL ST,49.221668,-123.121136
W 5TH AVE / TRAFALGAR ST,49.267454,-123.164548
15XX LAKEWOOD DR,49.271355,-123.061788
47XX BLOCK FRASER ST,49.242511,-123.090276
13XX BLOCK W 41ST AVE,49.234211,-123.135618
23XX BLOCK S GRANDVIEW HWY,49.258153,-123.047031
46XX W 16TH AVE,49.258147,-123.204956
19XX BURRARD ST,49.268702,-123.145438
18XX BLOCK E 12TH AVE,49.259533,-123.068226
12XX BLOCK W 70TH AVE,49.208497,-123.132972
W 12TH AVE / HEMLOCK ST,49.260785,-123.136201
62XX BLOCK GRANVILLE ST,49.205885,-123.140643
31XX GOLDEN LINK CRES,49.217967,-123.039062
84XX PORTSIDE CRT,49.207299,-123.061821
56XX WALLACE ST,49.235602,-123.190931
45XX W 13TH AVE,49.261024,-123.209060
29XX BLOCK E 51ST AVE,49.223093,-123.047276
53XX BLOCK TRAFALGAR ST,49.239005,-123.165726
21XX MCMULLEN AVE,49.248328,-123.157855
50XX BLOCK STANLEY PARK DR,49.301705,-123.141700
23XX BLOCK OLIVER CRES,49.251638,-123.158096
24XX BALSAM ST,49.264837,-123.159979
E 5TH AVE / MAIN ST,49.266395,-123.100757
29XX W 49TH AVE,49.227325,-123.169591
15XX BLOCK W 12TH AVE,49.260736,-123.138792
51XX BLOCK HOY ST,49.238022,-123.025138
59XX BLOCK CLARENDON ST,49.229952,-123.055147
E 1ST AVE / SEMLIN DR,49.269557,-123.063806
53XX VINE ST,49.249307,-123.156633
19XX BLOCK QUILCHENA CRES,49.241449,-123.149083
4XX BLOCK W 63RD AVE,49.213393,-123.097790
SMITHE ST / HOWE ST,49.280948,-123.122418
ORMIDALE ST / KINGSWAY AVE,49.232183,-123.025085
48XX BLOCK CULLODEN ST,49.241648,-123.078921
52XX ANGUS DR,49.239532,-123.145609
60XX CYPRESS ST,49.246430,-123.148985
84XX BLOCK CAMBIE ST,49.209896,-123.117132
29XX BLOCK PINE ST,49.259925,-123.143507
56XX BLOCK RUPERT ST,49.234060,-123.043085
33XX BLOCK W 55TH AVE,49.220309,-123.066574
48XX BLOCK DUCHESS ST,49.241126,-123.050233
24XX ANCASTER CRES,49.212406,-123.057871
W 8TH AVE / ONTARIO ST,49.263773,-123.104863
72XX CYPRESS ST,49.220344,-123.149656
6XX BLOCK E 7TH AVE,49.265008,-123.117557
12XX CAMBIE STREET BRDG,49.271762,-123.114933
2XX BLOCK E 16TH AVE,49.256680,-123.107203
PRINCESS AVE / ALEXANDER ST,49.283945,-123.091365
70XX BLOCK SELKIRK ST,49.222835,-123.133419
31XX BLOCK HEATHER ST,49.257361,-123.120062
23XX E 27TH AVE,49.246707,-123.059290
1XX BLOCK GROUSE WALK,49.237983,-123.104685
18XX E 12TH AVE,49.259533,-123.068226
58XX BLOCK COLUMBIA ST,49.232524,-123.110765
49XX BLOCK ROSS ST,49.242122,-123.081401
42XX BLOCK BALKAN ST,49.248328,-123.095405
33XX BLOCK CROWN ST,49.256555,-123.193549
31XX BLOCK WATSON ST,49.257526,-123.100577
22XX BLOCK MCBAIN AVE,49.249805,-123.157640
1XX BLOCK E 32ND AVE,49.241565,-123.068027
11XX BLOCK W 7TH AVE,49.265101,-123.129480
17XX BLOCK LILLOOET ST,49.268949,-123.038957
44XX BLOCK ONTARIO ST,49.245965,-123.105092
17XX BLOCK E 15TH AVE,49.258076,-123.143722
16XX BLOCK W 41ST AVE,49.232625,-123.072819
30XX BLOCK W 39TH AVE,49.236645,-123.172917
81XX ASH ST,49.246837,-123.118497
34XX BLOCK W 24TH AVE,49.248751,-123.030937
